date,view,label
2022-01-03,3,0
2022-01-06,6,1
2022-01-07,1,0
2022-01-08,1,0
2022-01-10,1,0
2022-01-17,1,0
2022-01-18,1,0
2022-01-19,4,0
2022-01-24,2,0
2022-01-26,3,0
2022-01-28,4,0
2022-01-29,6,1
2022-02-07,1,0
2022-02-08,1,0
2022-02-09,2,0
2022-02-10,1,0
2022-02-14,2,0
2022-02-19,2,0
2022-02-21,3,0
2022-02-23,2,0
2022-02-28,2,0
2022-03-03,4,0
2022-03-04,2,0
2022-03-05,2,0
2022-03-07,5,0
2022-03-08,8,1
2022-03-10,1,0
2022-03-11,3,0
2022-03-14,3,0
2022-03-15,4,0
2022-03-16,5,0
2022-03-20,3,0
2022-03-21,1,0
2022-03-22,1,0
2022-03-24,1,0
2022-03-25,2,0
2022-03-28,1,0
2022-04-01,3,0
2022-04-04,1,0
2022-04-07,2,0
2022-04-29,2,0
2022-05-03,3,0
2022-05-04,3,0
2022-05-05,2,0
2022-05-06,1,0
2022-05-07,2,0
2022-05-09,1,0
2022-05-11,1,0
2022-05-12,1,0
2022-05-13,1,0
2022-05-14,1,0
2022-05-17,2,0
2022-05-18,3,0
2022-05-21,2,0
2022-05-23,1,0
2022-05-24,2,0
2022-05-25,2,0
2022-05-26,3,0
2022-05-27,9,1
2022-05-28,3,0
2022-05-30,3,0
2022-06-01,3,0
2022-06-02,1,0
2022-06-03,3,0
2022-06-05,1,0
2022-06-06,5,0
2022-06-08,1,0
2022-06-09,3,0
2022-06-10,1,0
2022-06-11,2,0
2022-06-13,1,0
2022-06-14,1,0
2022-06-15,2,0
2022-06-18,2,0
2022-06-20,4,0
2022-06-21,2,0
2022-06-22,1,0
2022-06-23,2,0
2022-06-24,3,0
2022-06-25,1,0
2022-06-26,2,0
2022-06-29,3,0
2022-06-30,1,0
2022-07-01,1,0
2022-07-02,1,0
2022-07-04,4,0
2022-07-05,1,0
2022-07-06,7,1
2022-07-07,3,0
2022-07-08,1,0
2022-07-09,2,0
2022-07-13,1,0
2022-07-15,2,0
2022-07-16,1,0
2022-07-20,4,0
2022-07-22,1,0
2022-07-23,2,0
2022-07-25,3,0
2022-07-26,1,0
2022-07-27,4,0
2022-07-28,1,0
2022-07-29,2,0
2022-07-30,2,0
2022-08-01,6,0
2022-08-02,5,0
2022-08-03,1,0
2022-08-04,4,0
2022-08-05,2,0
2022-08-08,3,0
2022-08-09,2,0
2022-08-10,2,0
2022-08-13,1,0
2022-08-15,5,0
2022-08-17,1,0
2022-08-18,1,0
2022-08-19,3,0
2022-08-20,4,0
2022-08-21,4,0
2022-08-23,1,0
2022-08-24,3,0
2022-08-25,2,0
2022-08-27,1,0
2022-08-29,1,0
2022-08-31,1,0
2022-09-05,1,0
2022-09-06,1,0
2022-09-07,3,0
2022-09-08,3,0
2022-09-09,4,0
2022-09-10,2,0
2022-09-12,5,0
2022-09-13,2,0
2022-09-14,5,0
2022-09-15,1,0
2022-09-16,1,0
2022-09-17,3,0
2022-09-19,2,0
2022-09-20,3,0
2022-09-21,2,0
2022-09-23,2,0
2022-09-24,1,0
2022-09-25,1,0
2022-09-26,3,0
2022-09-27,4,0
2022-09-28,1,0
2022-10-01,1,0
2022-10-03,2,0
2022-10-05,1,0
2022-10-06,4,0
2022-10-07,4,0
